체험,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
산림복합체험프로그램,"[소상공인연합신문]증평군,좌구산숲명상의집가을철산림복합프로그램체험객인기",F,5,"주부 (전업주부, 파트타임 근무 주부)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 영통구,하동,"대형SUV (베라크루즈, 모하비, 투아렉급 등)"
숲체험교육확동,[동암/꼬마성어린이집]의교육활동:숲체험을소개합니다,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,영등포구,신길7동,
숲체험교육확동,숲체험교육사업단단체참가자모집에국가유공자단체포함,M,2,,,      ,          ,,경기,수원시 영통구,망포동,
숲체험교육확동,영남대학교숲체험교육사업,F,3,기타 ,200~299만원,아니오,          ,아파트/ 주상복합,전북,전주시 덕진구,인후동1가,
숲체험프로그램,도심속행복한부산시민공원숲체험프로그램으로출발,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,인천,남구,학익동,
숲체험프로그램,"숲체험프로그램,숲체험활동,숲체험놀이등숲에서할수있는휴양문화를소개합니다.",F,2,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,아니오,          ,아파트/ 주상복합,전남,나주시,송월동,
산림복합체험프로그램,편백나무숲키즈카페산림복합체험센터,F,4,,,      ,          ,,경기,남양주시,진접읍,
숲체험프로그램,2018찾아가는숲체험프로그램안내,F,2,"학생 (초중고학생, 대학생, 대학원생)","1,000만원 이상",아니오,          ,아파트/ 주상복합,경기,성남시 분당구,이매동,
숲체험프로그램,초등딸1학기트레킹숲체험프로그램을마쳤어요,M,3,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,부산,부산진구,양정동,기타 (승합차/트럭/화물차/기타 차량 등)
숲체험프로그램,"부산시,‘생애주기별숲체험프로그램’운영",F,3,"교직 (교사, 유치원교사, 학원강사)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,관악구,신림동,
숲체험프로그램,유아숲체험프로그램,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,오산시,청호동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험프로그램,"숲체험프로그램,숲체험활동,숲체험놀이등숲에서할수있는휴양문화를소개합니다.",F,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,아파트/ 주상복합,서울,서대문구,홍은동,
숲체험교육확동,[봉화]힐빙스테이4기/봉화가족체험프로그램/봉화춘양목숲힐빙프로그램/봉화가족캠프/춘양목숲체험교육/봉화힐빙스테이,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,오피스텔,경기,평택시,합정동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험프로그램,"숲체험프로그램,숲체험활동,숲체험놀이등숲에서할수있는휴양문화를소개합니다.",F,3,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,안양시 만안구,안양7동,
숲체험교육확동,"초등4학년숲체험,지리산경남환경교육원자연환경해설사활동~경남체험/생태체험/청아생태농장/숲해설/고성초등학교",F,3,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,아파트/ 주상복합,서울,동작구,노량진1동,
숲체험교육확동,"유아숲체험도함께,국립칠곡숲체원",F,3,"주부 (전업주부, 파트타임 근무 주부)",100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,전남,목포시,옥암동,
숲체험프로그램,예약안내및숲체험프로그램후기,F,3,"주부 (전업주부, 파트타임 근무 주부)",100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,전남,목포시,옥암동,
산림복합체험프로그램,자연을똑똑하게즐겨보자!국립자연휴양림산림복합체험센터?|,F,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,유성구,송강동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
숲체험프로그램,"서울준법지원센터,보호관찰청소년‘숲체험프로그램’실시",F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 분당구,수내3동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
숲체험프로그램,핸드폰OFF숲체험ON-청소년힐링숲체험프로그램(자원봉사시간인정),F,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경남,양산시,동면,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
숲체험교육확동,숲체험교육활동숲에만집중하다,F,5,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,월계3동,"소형SUV/CUV (티볼리, QM3 등)"
숲체험프로그램,대전주말숲체험프로그램-행복한숲체험♩,F,3,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,서구,경서동,
숲체험교육확동,"유아숲체험도함께,국립칠곡숲체원",F,5,"판매직 (상점점원, 보험설계사, 노점상)",200~299만원,아니오,          ,오피스텔,부산,부산진구,부전동,
숲체험교육확동,군산서초등학교숲체험운영,M,4,"관리직 (사장, 간부, 고위공무원)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,은평구,진관동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
숲체험프로그램,인천야간숲체험프로그램,M,4,"관리직 (사장, 간부, 고위공무원)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,은평구,진관동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
숲체험프로그램,도심속행복한부산시민공원숲체험프로그램으로출발,F,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,송파구,신천동,"경차 (모닝, 스파크 등)"
숲체험교육확동,[대구북구복현동산격동검단동코스트코근처어린이집유치원]<숲은늘~즐거워요??대구숲체험>교육으로행복한세상을만들어가는사회복지법인나래영재어린이집,F,3,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",아니오,          ,아파트/ 주상복합,경기,구리시,인창동,
숲체험프로그램,유아숲체험프로그램,F,2,기타 ,200~299만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,송파구,석촌동,
숲체험프로그램,유아숲체험프로그램,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,화성시,반월동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
숲체험프로그램,2018찾아가는숲체험프로그램안내,F,3,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 없음 ,오피스텔,경기,용인시 기흥구,구갈동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산림복합체험프로그램,자연을똑똑하게즐겨보자!국립자연휴양림산림복합체험센터?|,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,광주,북구,신용동,"경차 (모닝, 스파크 등)"
숲체험교육확동,"유아숲체험도함께,국립칠곡숲체원",F,3,"서비스직 (요식업, 숙박업, 미용실종업원)",300~399만원,아니오,          ,오피스텔,충북,청주시 흥덕구,비하동,
숲체험교육확동,"초등4학년숲체험,지리산경남환경교육원자연환경해설사활동~경남체험/생태체험/청아생태농장/숲해설/고성초등학교",F,3,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,장지동,
숲체험프로그램,인천야간숲체험프로그램,F,4,기타 ,200~299만원,예    ,자녀 없음 ,기타 ,경기,가평군,가평읍,
산림체험프로그램,금산산림문화타운오감만족숲체험프로그램본격가동,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충북,청주시 흥덕구,복대1동,
숲체험프로그램,"아이랑갈만한곳,양평쉬자파크유아숲체험프로그램",F,3,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,김포시,장기동,
숲체험프로그램,2018찾아가는숲체험프로그램안내,F,5,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,시흥시,정왕3동,
산림복합체험프로그램,자연을똑똑하게즐겨보자!국립자연휴양림산림복합체험센터?|,F,4,,,      ,          ,,울산,남구,야음동,
숲체험프로그램,예약안내및숲체험프로그램후기,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,북구,금곡동,"경차 (모닝, 스파크 등)"
숲체험교육확동,"초등4학년숲체험,지리산경남환경교육원자연환경해설사활동~경남체험/생태체험/청아생태농장/숲해설/고성초등학교",F,3,,,      ,          ,,서울,은평구,구산동,
숲체험프로그램,2018찾아가는숲체험프로그램안내,F,3,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,대구,남구,대명동,
숲체험프로그램,"아이랑갈만한곳,양평쉬자파크유아숲체험프로그램",F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,수영구,광안4동,
숲체험프로그램,예약안내및숲체험프로그램후기,F,4,,,      ,          ,,경기,의왕시,오전동,
숲체험교육확동,[대구북구복현동산격동검단동코스트코근처어린이집유치원]<숲은늘~즐거워요??대구숲체험>교육으로행복한세상을만들어가는사회복지법인나래영재어린이집,F,3,,,      ,          ,,서울,노원구,상계5동,
숲체험교육확동,"아산교육지원청,초등학생대상숲체험교육운영",M,3,,,      ,          ,,충남,연기군,조치원읍,
숲체험교육확동,2018년학술림숲체험교육,M,4,,,      ,          ,,부산,사상구,엄궁동,
숲체험교육확동,숲체험교육활동숲에만집중하다,M,4,,,      ,          ,,부산,사상구,엄궁동,
숲체험프로그램,핸드폰OFF숲체험ON-청소년힐링숲체험프로그램(자원봉사시간인정),F,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,김해시,장유면,"경차 (모닝, 스파크 등)"
숲체험교육확동,2018년학술림숲체험교육,F,4,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,충북,음성군,맹동면,
숲체험교육확동,[동암/꼬마성어린이집]의교육활동:숲체험을소개합니다,F,2,"서비스직 (요식업, 숙박업, 미용실종업원)",500~599만원,아니오,          ,아파트/ 주상복합,광주,북구,양산동,
산림복합체험프로그램,편백나무숲키즈카페산림복합체험센터,F,2,,,      ,          ,,광주,북구,두암동,
숲체험교육확동,[대구북구복현동산격동검단동코스트코근처어린이집유치원]<숲은늘~즐거워요??대구숲체험>교육으로행복한세상을만들어가는사회복지법인나래영재어린이집,F,4,,,      ,          ,,인천,서구,석남2동,
숲체험교육확동,[대구북구복현동산격동검단동코스트코근처어린이집유치원]<숲은늘~즐거워요??대구숲체험>교육으로행복한세상을만들어가는사회복지법인나래영재어린이집,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,용산구,한강로3가,"준중형파생 (벨로스터, I30 등)"
산림복합체험프로그램,자연을똑똑하게즐겨보자!국립자연휴양림산림복합체험센터?|,F,2,,,      ,          ,,서울,노원구,공릉2동,
숲체험프로그램,"서울준법지원센터,보호관찰청소년‘숲체험프로그램’실시",M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 분당구,야탑동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험교육확동,영남대학교숲체험교육사업,F,4,,,      ,          ,,서울,양천구,신정4동,
숲체험교육확동,"초등4학년숲체험,지리산경남환경교육원자연환경해설사활동~경남체험/생태체험/청아생태농장/숲해설/고성초등학교",F,3,,,      ,          ,,서울,강서구,등촌2동,
숲체험교육확동,"아산교육지원청,초등학생대상숲체험교육운영",F,4,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 분당구,정자동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
숲체험프로그램,삼선산수목원숲체험프로그램<우리동네수목원여행>,F,3,,,      ,          ,,서울,강남구,삼성1동,
숲체험프로그램,"서울준법지원센터,보호관찰청소년‘숲체험프로그램’실시",M,2,,,      ,          ,,서울,동대문구,제기동,
숲체험프로그램,"숲체험프로그램,숲체험활동,숲체험놀이등숲에서할수있는휴양문화를소개합니다.",F,4,,,      ,          ,,부산,영도구,동삼동,
