재해,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
병해충,"병해충걱정은이제그만!천하무적우리고구마_호감미,진율미,단자미",M,2,"학생 (초중고학생, 대학생, 대학원생)",700~799만원,아니오,          ,아파트/ 주상복합,경남,양산시,물금읍,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
병해충,[공지]3.병해충관리는어떻게할까?,M,2,,,      ,          ,,서울,동대문구,휘경2동,
병해충,달성군산림병해충방제::재선충예방을위한예방나무주사를주는방제현장에다녀왔습니다!-달성군블로그기자단김명수,F,5,,,      ,          ,,서울,도봉구,방학3동,
산림재해,세계4위산림국가인데…잦은산불에도산림재해보험유명무실,M,3,,,      ,          ,,서울,중랑구,면목4동,
산사태,태풍링링오는데속살드러낸용인석성산…산사태공포,M,3,,,      ,          ,,서울,서대문구,연희동,
산림재해,"산불전문예방진화,산불재난특수진화등7개국유림488명모집",M,4,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,구로구,개봉동,"경차 (모닝, 스파크 등)"
산림재해,[산사태분야]걱정마세요!!산림재해예방을위해총력을다하다,F,5,,,      ,          ,,부산,해운대구,우동,
산림재해,"화순군,해빙기산림재해취약시설일제점검",M,3,"자영업 (도소매업, 숙박업, 미용업)",200~299만원,아니오,          ,단독주택,부산,부산진구,당감4동,
산림재해,"계룡시,여름철산림재해선제적대응",M,2,,,      ,          ,,서울,용산구,후암동,
산림재해,"강서구,장마철대비산림재해예방",M,5,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,도봉구,창4동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산림재해,[단양국유림관리소]여름철우기산림재해대비에총력!,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,광진구,중곡4동,
산림재해,"여주시,산림재해예방…산사태취약지역추가지정관리",F,4,,,      ,          ,,경기,용인시 기흥구,동백동,
산사태,"[6월안전보건]알면대처할수있다!갑작스러운재해,산사태",F,4,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,예    ,자녀 없음 ,단독주택,광주,남구,월산5동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
병해충,차나무병해충,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,공주시,금성동,
산림재해,세계4위산림국가인데…잦은산불에도산림재해보험유명무실,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,아니오,          ,아파트/ 주상복합,서울,강남구,역삼2동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산사태,청도태양광산사태/조선일보,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,당진군,송산면,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
병해충,6월대추병해충방제,M,3,,,      ,          ,,경기,김포시,걸포동,
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",M,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,종로구,명륜동4가,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
병해충,[텃밭중수]식초를이용한병해충관리,M,3,,,      ,          ,,경기,광명시,광명2동,
병해충,건강에좋은까마중(때까리)소개및병해충재배방법,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,고양시 덕양구,행신3동,"소형SUV/CUV (티볼리, QM3 등)"
산림재해,여름철산림재해예방을위한산사태대책상황실가동!,F,3,"학생 (초중고학생, 대학생, 대학원생)",800~899만원,아니오,          ,아파트/ 주상복합,경기,성남시 분당구,정자동,
병해충,병해충강한식물토양미생물덕분,M,4,"자영업 (도소매업, 숙박업, 미용업)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,마포구,중동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
병해충,춥다고방심은금물!::겨울철시설작물주요병해충방제법!,F,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 장안구,율전동,
산림재해,"충북도144억원투입,산림재해걱정뚝",M,2,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,아니오,          ,아파트/ 주상복합,서울,중구,신당5동,
병해충,체계적인관리로오디뽕나무병해충방제,M,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,아파트/ 주상복합,서울,성동구,송정동,
산사태,"삼척시,산사태발생위험지통합관리체계구축&#160;-포커스데일리",M,5,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,의왕시,내손동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산사태,의령수도사산사태로매몰위험노출/뉴스렙기사,F,2,,,      ,          ,,강원,춘천시,효자동,
산림재해,"[산림청]진천산림항공관리소,산림재해꼼짝마무인감시카메라로예방",F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,인천,서구,불로동,
산사태,청도태양광산사태/조선일보,M,5,,,      ,          ,,대구,북구,산격4동,
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",M,5,"전문직 (의사, 판검사, 예술가, 종교인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,광진구,광장동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
병해충,6월대추병해충방제,M,3,,,      ,          ,,충북,청주시 흥덕구,복대동,
산사태,생명재산앗아가는산사태를막아라,M,4,"관리직 (사장, 간부, 고위공무원)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,성북구,길음1동,"소형SUV/CUV (티볼리, QM3 등)"
산림재해,국내사례-한국산림청SuperMap을활용한산림재해관리체계시스템,M,3,,,      ,          ,,서울,송파구,방이동,
산사태,산사태예방사업,F,3,,,      ,          ,,대전,유성구,계산동,
산사태,"여주시,산림재해예방을위한산사태취약지역지정",F,5,"전문직 (의사, 판검사, 예술가, 종교인)",100만원 미만,아니오,          ,기타 ,경북,경주시,사정동,
산사태,우면산사사태사망사고…대법대피조치안한서초구배상책임,M,2,,,      ,          ,,서울,금천구,독산4동,
산림재해,"순천국유림관리소,장마철대비산림재해예방사업적기완료",M,4,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,예    ,자녀 있음 ,단독주택,부산,부산진구,초읍동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산림재해,생태산림재해방지위한경진대회,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,달성군,다사읍,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산사태,태풍및집중호우시산사태대비국민행동요령,F,4,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강남구,역삼2동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
병해충,"2019고추농사작황,시세,면적,병해충,올해느낀점",F,4,"교직 (교사, 유치원교사, 학원강사)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,양천구,신정3동,
병해충,체계적인관리로오디뽕나무병해충방제,M,4,기타 ,200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,광명시,하안3동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
산림재해,"울릉군,산림재해일자리안전교육실시",M,2,,,      ,          ,,경기,남양주시,평내동,
산림재해,"화순군,해빙기산림재해취약시설일제점검",M,2,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,아니오,          ,아파트/ 주상복합,경북,포항시 남구,청림동,
산림재해,"파주시,해빙기산림재해우려지역안전점검실시!",M,5,기타 ,300~399만원,예    ,자녀 있음 ,단독주택,경남,창원시 마산회원구,회성동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,산사태예방사업,M,5,,,      ,          ,,경기,화성시,반월동,
산림재해,"파주시,해빙기산림재해우려지역안전점검실시!",M,3,,,      ,          ,,서울,광진구,화양동,
산림재해,[산사태분야]걱정마세요!!산림재해예방을위해총력을다하다,M,4,,,      ,          ,,인천,계양구,작전동,
산사태,산사태현장예방단의구성및운영에관한지침개정(안)행정예고,M,5,,,      ,          ,,서울,양천구,신월6동,
병해충,[공지]3.병해충관리는어떻게할까?,M,4,"관리직 (사장, 간부, 고위공무원)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,성북구,길음1동,"소형SUV/CUV (티볼리, QM3 등)"
병해충,"2019고추농사작황,시세,면적,병해충,올해느낀점",M,4,,,      ,          ,,대구,중구,동성로3가,
산림재해,세계4위산림국가인데…잦은산불에도산림재해보험유명무실,M,4,,,      ,          ,,강원,화천군,사내면,
병해충,"2019고추농사작황,시세,면적,병해충,올해느낀점",F,5,,,      ,          ,,서울,강서구,등촌2동,
산사태,태풍및집중호우시산사태대비국민행동요령,M,2,,,      ,          ,,경기,남양주시,양정동,
산사태,산사태현장예방단의구성및운영에관한지침개정(안)행정예고,M,2,,,      ,          ,,대구,서구,비산1동,
병해충,참깨병해충방제와관리,M,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,단독주택,경남,창원시 마산회원구,구암1동,
산사태,태풍및집중호우시산사태대비국민행동요령,M,2,,,      ,          ,,충남,천안시 동남구,목천읍,
산사태,"삼척시,산사태발생위험지통합관리체계구축&#160;-포커스데일리",M,3,,,      ,          ,,경기,화성시,동탄면,"경차 (모닝, 스파크 등)"
병해충,달성군산림병해충방제::재선충예방을위한예방나무주사를주는방제현장에다녀왔습니다!-달성군블로그기자단김명수,F,5,"주부 (전업주부, 파트타임 근무 주부)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,충북,청주시 흥덕구,복대동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산림재해,"여주시,산림재해예방…산사태취약지역추가지정관리",F,4,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,제주,서귀포시,하효동,기타 (승합차/트럭/화물차/기타 차량 등)
산사태,"여주시,산림재해예방을위한산사태취약지역지정",M,3,,,      ,          ,,서울,서초구,서초1동,
병해충,건강에좋은까마중(때까리)소개및병해충재배방법,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 영통구,영통1동,
산사태,의령수도사산사태로매몰위험노출/뉴스렙기사,F,4,"교직 (교사, 유치원교사, 학원강사)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,양천구,신정3동,
병해충,병해충강한식물토양미생물덕분,M,2,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,아니오,          ,아파트/ 주상복합,서울,중구,신당5동,
산사태,우면산사사태사망사고…대법대피조치안한서초구배상책임,F,5,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,예    ,자녀 있음 ,단독주택,충남,당진군,석문면,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
산림재해,[단양국유림관리소]여름철우기산림재해대비에총력!,F,3,기타 ,600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강서구,방화3동,
산사태,의령수도사산사태로매몰위험노출/뉴스렙기사,M,5,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,경기,군포시,수리동,"프리미엄 (에쿠스, BMW7급 등)"
산사태,우면산사사태사망사고…대법대피조치안한서초구배상책임,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,서구,가정동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
병해충,"2019고추농사작황,시세,면적,병해충,올해느낀점",M,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,아파트/ 주상복합,서울,성동구,송정동,
산림재해,"[산림청]진천산림항공관리소,산림재해꼼짝마무인감시카메라로예방",F,5,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,중구,서소문동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산림재해,여름철산림재해예방을위한산사태대책상황실가동!,M,4,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,동작구,상도1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산림재해,"여주시,산림재해예방…산사태취약지역추가지정관리",M,2,기타 ,300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,양천구,신월2동,
병해충,유기농부병해충예방,F,5,"자영업 (도소매업, 숙박업, 미용업)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,광진구,구의동,
산사태,갑작스러운재해산사태,M,5,"자영업 (도소매업, 숙박업, 미용업)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,달성군,화원읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산사태,"여주시,산림재해예방을위한산사태취약지역지정",F,5,,,      ,          ,,전북,전주시 완산구,효자동2가,
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",M,2,,,      ,          ,,대구,수성구,범어3동,
병해충,[공지]3.병해충관리는어떻게할까?,M,4,,,      ,          ,,부산,동구,좌천동,
산사태,"청주폭우290mm물폭탄산사태홍수주의보…침수피해속출,무심천아찔",M,2,,,      ,          ,,울산,남구,옥동,
